,site,m,mse,b,bse,inv_condnum,res_var,n,lat,lon,elev,proj,d2Hstd,d18Ostd,dexstd,Pstd,Tstd,Pstd_sub,Tstd_sub,d18O_min,d18O_max,dex_min,dex_max,koppen,clim
175,JAMSTEC_30554,7.844065426512169,0.11345004740819846,6.67017902212135,2.9992016121386267,0.0148283997248,132.957719143,80.0,54.47,113.58,903.0,167.0,82.97086965269705,10.613848784530443,10.8665405695734,40.464181582212746,15.178769546137024,38.3603247988136,15.441110869524461,-43.981980909072206,-9.825599227102177,9.843515949439427,6.236408009863943,Dwc,D
176,JAMSTEC_31004,7.86293880618826,0.10160960831885679,7.320197693644753,2.53503108775117,0.012772330647,43.4374062149,55.0,58.62,125.37,679.0,167.0,64.1040503413874,8.167959509000172,6.204750915285205,33.72847777958766,16.28570040375322,45.54420088808137,16.566524703674247,-35.55922365251511,-12.199861624399169,9.919031727712024,5.616792193457499,Dfc,D
182,JAMSTEC_96195,7.679466222915111,0.16751808894967324,6.8145970695525895,1.071606887184919,0.046387690954,8.02848888453,55.0,-1.63,103.65,25.0,167.0,16.068043641393885,2.1029611725098984,2.7077546599046785,95.43407868603052,0.6258845493973442,99.00690495876331,0.3745896918496406,-10.183927384933092,-2.7387533422093986,8.71459385108586,5.100067355116088,Af,A
183,JAMSTEC_97014,7.944010789290353,0.13839232056766917,11.55543140253681,0.8391221416552311,0.0386660956381,2.64011517142,48.0,1.53,124.92,80.0,167.0,12.643532561602036,1.5963728089347076,1.5032323444896516,109.42780257444713,0.5634893310995357,107.15050828111451,0.4920020995895363,-8.694580840179082,-3.321038384684183,13.077228485996432,11.464917612133018,Af,A
184,JAMSTEC_97180,7.424068346547661,0.21856369141893933,6.745734143861085,1.3959002426614846,0.0462805966597,12.3729205447,48.0,-5.07,119.55,14.0,167.0,15.466178733203224,2.098737472525672,3.460447694829184,180.72626522674906,0.6251021942456547,156.28780377997927,0.5539590992697212,-9.32441786667628,-2.5439510287576916,12.15503355659089,8.178009325444947,Am,A
185,JAMSTEC_97230,7.696745062604811,0.21981973153344223,11.774499728372833,0.7996417955959073,0.1390862835,11.9257850167,50.0,-8.75,115.17,1.0,167.0,15.721920315155995,2.0588016334688706,3.2509431668920743,134.91735585104573,0.7994095683232023,137.84394952083971,0.8171755944775778,-6.654230997460175,0.30896698107277276,12.86649891357178,6.1037392196132805,Af,A
186,JAMSTEC_Kotot,7.98378832284505,0.15231108791923917,13.10295201209113,1.2628752696569583,0.027168057474,6.81180578282,63.0,-0.2,100.32,865.0,167.0,16.251104620297276,2.0453355023394044,2.4230411468862925,111.86196440660227,0.6337368715647063,120.35503384186896,0.37859050822907386,-12.458178655771464,-4.723095511434453,14.62664397336079,13.886818685750328,Af,A
187,JAMSTEC_Palau,7.558124322738045,0.21474657125898053,7.30986174010039,0.9856852293836658,0.0675353181464,7.33979447509,50.0,7.0,134.27,2.0,167.0,12.24226441021692,1.631932487052128,2.6033315426832524,117.27622226490062,0.4052096143080445,116.78708398290237,0.29545901065596086,-7.389465021183464,-1.641178307158149,12.081471168952229,6.91154690945198,N,N
197,LQR3,9.054711466804243,0.2135879460463887,16.559307671891855,0.6040936523012215,0.117077931618,4.48799374931,82.0,18.277,-65.786,625.0,129.0,10.270967282942907,1.1476596981302964,2.3050755426728253,120.68514369078437,1.3824204374811258,146.2247583152894,1.450420528001305,-5.6197409342982185,-1.2833671274961596,12.927325080624513,15.583649769585247,Af,A
199,LQR4,8.88656046882607,0.156175809635474,18.311318814590503,0.5353623095376495,0.0834279009089,2.83884727259,89.0,18.27,-65.76,1011.0,129.0,10.370249156411573,1.175056013959505,1.8796960864298724,120.68514369078437,1.3824204374811258,145.41709321319425,1.4379468351139177,-6.512246100946936,-1.908884835497298,14.893781483455063,17.007156437379784,Af,A
201,LQR6,8.775817031267751,0.2041725466428763,15.517249924153418,0.5546383770351258,0.144948102082,5.7804640853,87.0,18.31582,-65.74315,482.0,129.0,11.20580480616413,1.2917453801467973,2.4488109516442735,120.68514369078437,1.3824204374811258,139.53926534574222,1.4343787526011724,-5.976237556900891,-0.20854670268552353,12.981183118739086,14.09148008898776,Af,A
202,LQS11_LQR5b,8.79683812845109,0.19282967039043775,13.71962392015839,0.49599601857065645,0.18922246796,4.390305198,57.0,18.37226,-65.76311,5.0,129.0,12.82098575809407,1.4672581121137922,2.260606178083322,120.68514369078437,1.3824204374811258,157.26987539434535,1.3879178735464865,-5.519683937750509,-0.2957096774193548,10.816298548274073,11.965733036707451,Af,A
227,MZV_airport,8.20493141015548,0.10126129986201106,13.04681796555033,0.8743373088407225,0.0270313036346,4.13627784754,78.0,4.05,114.81,24.0,161.0,17.935902944180345,2.1917778564705084,1.9460092384560037,122.78129392589351,0.523379943653468,137.97543085300651,0.4323687236713204,-12.23139347802898,-3.603215304166519,10.851596974139195,12.28200385674419,Af,A
291,OR18,7.776209171327522,0.15833764268820738,2.343619271197303,2.155277856383774,0.0173798580321,28.0180229656,83.0,45.2247,-118.513,1254.0,109.0,26.417563823517128,3.4207490638872375,4.990738701919755,22.038905602271992,7.561847641251237,18.713385466900167,7.810048413096594,-20.458544987343878,-6.979847583543423,6.532890833898051,0.14895568857887015,Csb,C
308,SAfricaPrec_02,6.432519581934585,0.24954763755071074,8.08937657599912,0.7936745454467958,0.14351685873,38.1595940832,148.0,-33.96,18.46,115.0,138.0,10.82864644559134,1.7271042443522389,6.317194745458276,52.79767897393692,3.0671616532932506,54.609036290096626,3.0243095723943267,-6.34,2.1514565234000003,17.722,-4.154594728720001,Csb,C
325,SAfricaPrec_19,7.401791019527027,0.1635681119438553,13.328633264107783,0.6217182395771347,0.152858257388,15.821576382,83.0,-25.77,28.26,1431.0,139.0,17.68198458763362,2.4063809346633502,3.9697309132285925,56.94514182031052,4.117209881645438,54.24005232827417,3.5581159667692215,-7.327991099436228,2.56,16.406523090408548,9.000000000000007,Cwa,C
342,SanAgustin_PR,8.44315836974174,0.22413430453103936,11.610439981945683,0.5338013307422164,0.205917663168,20.0480392359,204.0,18.3893,-66.56934,178.0,129.0,11.643277421089028,1.4249852723562642,4.245898346203804,116.14776025437138,1.3182566486988365,136.33243841055315,1.334357670203091,-5.65309472028292,1.206,9.746198709566766,4.751999999999999,Af,A
477,Taiwan_TC,8.250320171665622,0.21379340581709821,10.995275874289046,1.2505733319088514,0.080104010555,28.4983271384,67.0,24.12,120.68,34.0,53.0,24.318186317805047,2.977070762177447,5.014421438788629,115.15835913952688,4.394710881461415,115.23978383318686,4.284277892975819,-10.692,-0.04200000000000008,8.156,5.516,Cwa,C
480,Taiwan_TT,8.32125686608024,0.16765173286126692,10.770466815949348,1.085858272764376,0.0710639959631,16.327418009,54.0,23.99,120.69,75.0,53.0,26.5149175084538,3.202132096854602,3.8775285214737303,131.49473502573176,3.6530974486222285,136.2954106322667,3.6866886819897644,-12.352,-1.4899999999999998,9.516000000000002,9.38,Cwb,C
485,WA24,7.805919095946096,0.17608580086236789,1.8963067798636408,2.1584698472331763,0.019424613675,28.6199512841,83.0,46.7606,-117.1847,766.0,109.0,24.173154255516273,3.123245421272644,5.021436455964464,26.768491576369172,7.875115638261336,23.56902286680403,8.203204629928981,-17.901408996380315,-5.69211348336473,6.420920976398429,0.3503609307921266,Csb,C
486,WA98,8.067838123201158,0.21615426470500318,9.441965498916078,1.9100385648730278,0.0274325407717,21.9712580838,79.0,45.5694,-122.21,233.0,109.0,18.722651439763467,2.3488988604711483,4.3684983325895175,139.3204474041041,5.903129337370409,115.51628423374719,6.229459565445968,-14.080487482947088,-4.237677202539383,7.64615628126243,7.546790929079501,Csb,C
487,WA99,7.799440387695737,0.2118705902937742,4.777080956465819,2.043792394799535,0.0228090229111,22.9645099893,84.0,46.7582,-122.1243,424.0,109.0,17.87784404000801,2.320819509956436,4.489923810582039,126.67125719394654,5.584042674926205,125.64343954644471,5.895363181463464,-14.130011294618281,-5.559779757669405,9.720345501985141,4.214269741546812,Csb,C
489,YangkouCave,9.005510931846151,0.17268562693591208,24.7595243277589,1.5157034300949324,0.0425695923144,19.46576462,57.0,29.03,107.18,2140.0,169.0,31.408728685256925,3.50629914331961,5.381153546862346,71.05925273169105,7.197232538915686,84.12607666806413,6.838555196716208,-14.7589,-3.434,10.96178,16.201999999999998,Cfa,C
490,isomap_0100400,7.6657247708454035,0.1290320275388362,5.529711827234763,1.551737280939089,0.0179984439814,42.7199621134,281.0,78.91666667,11.93333333,7.0,20.0,21.274944701890284,2.8188943874881085,6.212134613294555,26.442346610420294,7.243653962445529,25.231929525663183,6.70203577140237,-20.690000000000005,-6.009999999999998,9.600000000000065,5.748000000000003,ET,E
491,isomap_0100500,6.844663681486755,0.23931065864429837,-2.410433877397327,2.3218890246064094,0.027175343395,44.8973484904,75.0,78.07,13.63,6.0,20.0,18.858759520887553,2.7919829671559415,6.979574262724688,38.245628142518996,7.128056580384201,28.99383781801346,7.093856507135307,-15.648000000000001,-5.199999999999998,15.924000000000017,0.17999999999999972,ET,E
492,isomap_0142700,7.343602386148499,0.20361127861776485,2.88195523880762,1.4137237404532867,0.0354842672721,20.3499629535,109.0,58.1,6.57,13.0,20.0,13.902032992932646,1.9211721857043367,4.391272588121418,85.4989514104953,5.885536378694233,84.33759397740961,5.78788420861429,-11.464000000000002,-3.228,10.771999999999991,4.204000000000002,Cfb,C
493,isomap_0206000,7.759885300210375,0.156733811753344,5.030150476084385,2.6589908466409837,0.0126870461676,28.9347067129,69.0,68.68333333,21.53,403.0,20.0,29.631263257492495,3.839971059235969,5.083244394771869,25.46811264645495,9.954535851614716,23.55502119548589,9.200274833859234,-23.128000000000007,-9.491999999999999,11.284000000000015,5.575999999999996,Dfc,D
510,isomap_0284500,7.736505188837028,0.10932530597188413,5.819432344344868,1.598139859319296,0.0139871228461,9.61802436764,69.0,66.49686111,25.75518056,107.0,20.0,24.351668946640665,3.1562587386521876,2.9995158917370355,21.931087125196193,9.914661357584722,23.33002339409989,9.787790313175893,-20.700291940122604,-9.353592660398903,11.673313084796598,7.43397689173769,Dfc,D
511,isomap_0291701,7.855670887729345,0.08647036559680836,8.163972036963537,1.2125981788190543,0.0166159994421,5.60632038505,55.0,62.89179444,27.62542222,116.0,20.0,27.016421033511694,3.4437669262140957,2.2481327812015905,23.778231090382587,9.764182854930223,24.0344926135073,9.733049356845072,-20.692367610791138,-8.624020495867038,11.434531217562272,8.051392732173982,Dfc,D
512,isomap_0297401,7.664814178463713,0.09398641325802677,6.429170930262064,1.1385039502574297,0.0187332760382,10.1376355215,113.0,60.18008889,24.83286111,30.0,20.0,22.370670236204408,2.928402041358185,3.1329007832295956,28.555545324071172,8.430046401369685,30.40714250052471,8.413110827686168,-18.960936296258243,-6.583775402324444,14.28993952620267,7.3888921976595014,Dfb,D
515,isomap_0348700,7.478125803890686,0.1406949485866071,5.599878905253218,1.0952500185709664,0.0345471906537,14.9675411757,118.0,52.88333333,-1.083333333,60.0,20.0,17.062064578691704,2.29935666658076,3.807255052798316,28.563803399580262,4.713548302072678,26.55403451171847,4.810624408777844,-12.359999999999998,-2.9200000000000004,13.079999999999988,5.560000000000001,Cfb,C
516,isomap_0353000,7.508281633931905,0.24789774106253668,5.586342613379666,1.8714159342874694,0.0319441531297,14.4017927389,48.0,52.16666667,0.25,30.0,20.0,15.001157362757787,2.0170787715985052,3.6378412401984903,26.204456638516103,4.926836612465212,25.160406217233135,5.049381174271523,-10.819999999999999,-4.179999999999999,10.760000000000009,6.839999999999998,Cfb,C
517,isomap_0365302,7.4001331013074605,0.09143348433302918,4.310735805934416,0.6467135397548807,0.0406008035986,18.6040157617,360.0,51.6,-1.1,48.0,20.0,16.475822423545797,2.2488888118618235,4.2683595435141495,28.73655120876475,4.806069427195988,27.886228153622785,4.822051246590929,-12.966000000000003,0.2760000000000001,11.668000000000012,-3.8680000000000008,Cfb,C
519,isomap_0395300,7.46108768570012,0.1041696797788263,5.2695434843626385,0.5621025862875024,0.0465246215943,15.5617251189,494.0,51.93,-10.25,9.0,20.0,11.470129590529211,1.5648464723328308,3.8026280020633694,52.27956453222453,3.425635841591733,52.899457748207396,3.3874768049703414,-9.690000000000001,-0.9457545085999998,7.659999999999991,-0.08140356720000277,Cfb,C
520,isomap_0403000,7.574824265076515,0.12932210011948433,3.5277371884742315,1.087017305517815,0.0233148634099,23.3810564213,356.0,64.13,-21.93,14.0,20.0,13.688796957889407,1.8430797879255436,4.6113137657409835,38.28675788393994,4.454620163449683,36.67734834528179,4.388724504916455,-13.845999999999998,-4.041145953999999,11.287999999999988,-3.9261636900000054,Cfc,C
523,isomap_0426100,6.944654744751864,0.29821412099413347,-9.10287954743047,3.702778306473478,0.0160174523722,55.9858088736,67.0,61.22,-48.12,27.0,20.0,18.34323051132068,2.690405193818962,7.469709853330204,65.36850695621877,5.204298493917238,50.023332727916646,4.763866322391844,-16.536,-7.2440000000000015,6.907999999999978,-7.18799999999999,ET,E
524,isomap_0431000,7.094387233076372,0.13875243906876372,-12.47493293495537,3.5180598459536463,0.00997502530413,68.8640159823,62.0,81.6,-16.67,35.0,20.0,46.828223994029116,6.6260978121697836,9.735157998137426,23.86138872438933,12.500656261401506,19.1646344882528,12.578655100752048,-33.54799999999999,-11.072000000000003,20.383999999999862,-9.403999999999987,ET,E
525,isomap_0432000,8.033549795187318,0.06686327719773638,8.35320437555059,1.2621180018769664,0.0130759400963,30.010747892,257.0,76.76666667,-18.66666667,12.0,20.0,38.87713855351685,4.858158128659005,5.150528296569457,22.735601853955426,10.343684550400047,22.00244249613893,9.923566666865522,-32.239999999999995,-8.2466713106,8.037999999999949,4.040898748799995,ET,E
529,isomap_0618601,7.710148922398993,0.2862974590784088,7.008091161534548,2.8635754380978016,0.0204022505947,23.4272510784,50.0,55.67,12.3,28.0,20.0,16.988947112755397,2.232827167516555,4.51842749637526,26.93214789392953,6.35507447876597,24.338586542174102,6.188889852064092,-13.590000000000003,-6.458,10.280000000000033,8.983999999999998,Cfb,C
530,isomap_0623500,7.451248393955966,0.20129680647138332,6.251401616250379,1.4405756058413914,0.0307093338276,11.9778511004,79.0,52.93,4.78,1.0,20.0,12.968687469082054,1.758811405833,3.3595770405459606,35.492145090074814,5.299790711755795,34.53570330095781,5.439957113812467,-10.48,-3.5519999999999996,10.799999999999983,5.116000000000001,Cfb,C
