,site,DJF_dex,JJA_dex,DJF_dex_s,JJA_dex_s,DJF_d18O,JJA_d18O,DJF_d18O_s,JJA_d18O_s,koppen,clim
852,isomap_1187800,8.13645983061538,7.6400789810158765,2.41656162284762,2.848712436270849,-14.956980617538463,-6.674933197190476,3.248452993903818,1.553461356123573,Dfb,D
863,isomap_1195,18.770488888556297,10.867545588078308,4.23799101076468,1.937043349498303,-13.939084655253733,-11.023571270487357,1.1458842123812856,0.7371840368456374,Dfb,D
864,isomap_1196,18.307404400792752,10.726793288429429,2.258061264834238,1.6089852271438716,-14.584583109251641,-10.766657841512021,1.4754160414574615,1.0328102001791846,Dfb,D
865,isomap_1197,17.986352153421542,7.859093340208416,2.3888438238924747,1.9582722957625727,-13.203964819015129,-8.45518388826407,3.200781552023023,0.7716473841281342,Dfb,D
867,isomap_1198,17.25297403619277,9.216593795927475,2.41787078186425,2.2014729403958295,-12.878161542977724,-9.210646340609031,2.9636751484505246,1.0235914701881916,Dfb,D
868,isomap_1199,18.966114648996825,8.939480162796668,3.1125972380486626,1.3601362502413639,-11.047968883053931,-8.47712554347924,2.2340622839065536,0.7418417569048534,Dfb,D
869,isomap_1200,19.49255851061825,5.585768402449023,11.591069004957212,1.8106456868423138,-14.356319202469363,-9.64755333632151,1.708440104492406,0.9657517434561028,Dfb,D
870,isomap_1201,15.598797090516719,7.9849984349635434,3.233935661951728,1.6371976430544488,-14.208683139889612,-9.589619160500193,1.6325627515931274,1.3234952561621287,Dfb,D
871,isomap_1202,11.702641025026884,8.873643477435753,3.847835207967527,1.5864714983798782,-12.886892357707971,-11.734934655922928,1.79432470855809,1.4057545618237526,Dfb,D
872,isomap_1203,19.18847878044546,9.625432981706563,3.5764788709379705,1.176627771740655,-13.624843107224331,-11.093579027233321,1.171449496258512,1.340898564106092,Dfb,D
873,isomap_1204,15.857010618736911,6.381028078684377,3.031346215784059,2.5256854005279816,-12.974312787394293,-9.222686046833097,1.6596603597639081,1.0593664434563144,Dfb,D
874,isomap_1205,14.99392217478816,9.723873345331453,3.0942139746837056,1.3111561203621107,-13.833304671774695,-10.545612741705364,1.503826830095692,1.1993621815996487,Dfb,D
875,isomap_1206,15.183567860443478,8.01952352938094,2.635568504438027,1.785341944200057,-12.901820648734883,-9.492646116567062,1.7872041537524204,1.0556106274281774,Dfb,D
877,isomap_1208,12.168133521642538,9.102084973565336,3.141409218105886,1.4365037123661888,-12.425748038477815,-11.634088784148704,1.430277590180048,1.4622257976581075,Dfb,D
880,isomap_1256500,8.668869565217395,7.519743589743586,2.53416747849737,2.336105482024015,-13.080347826086955,-6.928547008547008,2.8328838986737246,1.3533890761270164,Cfb,C
881,isomap_1312701,7.429999999999998,7.870000000000005,2.919481585362846,3.888792704124533,-11.955454545454545,-6.203043478260872,1.907322557629667,1.600676310277489,Cfb,C
882,isomap_1312702,6.510476190476193,4.844347826086959,7.466365518708351,5.6761521152571985,-12.16,-5.560434782608696,2.872848263110521,1.836777608987307,Cfb,C
887,isomap_1351,0.1603288179322848,-5.423519649901304,8.696891489483066,9.226274731869324,-25.249583509528822,-12.903463858048285,3.512967405573109,2.8237953836108143,Dfc,D
888,isomap_1401500,8.619552238805975,9.11198209178378,4.845783960059467,3.6874671248816036,-11.418507462686568,-6.345213977689188,3.1178940719617403,1.449918872149997,Cfb,C
889,isomap_1410501,9.010526315789473,7.97722222222222,6.27754517364887,2.5953608303097613,-8.640526315789472,-5.450555555555557,2.598413430262906,2.0178136468911716,Cfa,C
905,isomap_1612000,10.274634146341462,6.799722222222224,3.960114618667034,3.645998557102712,-5.868780487804878,-3.5633333333333326,2.2817694194466083,1.631147346706197,Csb,C
907,isomap_1613401,15.352307692307692,13.894545454545463,4.704574130724193,5.074464349047305,-8.912307692307692,-7.007272727272727,2.3105648788059594,1.9942649177036302,Cfb,C
909,isomap_1614001,9.809999999999997,3.4109090909090893,3.849263998913732,6.351757744615344,-9.524166666666668,-5.217272727272726,2.527173844215884,1.1783199975087093,Cfa,C
910,isomap_1615801,10.205555555555556,7.641818181818177,3.7109196557400734,3.9207740844745964,-5.483333333333333,-3.4154545454545455,2.1809248802591377,1.6005247073516162,Csa,C
952,isomap_1668901,11.66247599425,7.53469690509091,7.93834631859864,5.192343108274629,-6.281391942125,-2.545839258818182,1.3291919194464616,1.8104579345937974,Csa,C
954,isomap_1671601,17.101843885170734,3.9589455397272775,2.632220036261194,6.480996703776931,-8.046254521073172,-3.9249186244545453,1.9289315944812244,2.3323135837836713,Csa,C
955,isomap_1671701,15.452114841538458,3.859855685999999,4.624972178404862,5.089520306458228,-6.921597756282051,-3.6534543586666666,1.7828560864995584,2.705554421525467,Csa,C
959,isomap_1702600,15.2975991916,11.446271722299993,4.458945912405415,4.908299715034188,-9.757507055199998,-6.6216083281,1.857321760810172,3.0425417029509094,Cfa,C
960,isomap_1704000,15.93673259831578,13.62294788799999,3.1762091709012643,2.5529107658332224,-10.949213717684211,-5.293607062842104,1.9562081815465178,0.7122101830932138,Cfa,C
961,isomap_1705000,13.48525082221053,6.090022485250001,1.8439573295474647,9.838047134306388,-9.476493906789472,-5.4669545795625,1.9025015394289368,2.2545955620192832,Csa,C
962,isomap_1709600,11.035283156842095,9.130619253444443,3.882775948447505,5.144569242645154,-14.255978649473683,-2.194833312,2.7788679111857744,2.3967670526663065,Dsb,D
965,isomap_1713000,12.964457949512605,5.6101690070384596,3.9692631422070908,7.419352345460824,-10.989174017512605,-4.222523568067308,2.6824406573416706,2.4486867665158,Csb,C
966,isomap_1722000,13.120000367473684,9.946451232799994,3.8758194195388525,2.8400301506009646,-5.652812302052631,-5.7625920436,1.3209673341332977,0.6882792836575105,Csa,C
970,isomap_1728000,17.629761013636358,7.220613436399996,5.3710617369366425,7.028735184121803,-8.052997269318181,-2.8673797472,3.9748862448239413,3.291305981804846,Csa,C
973,isomap_1730000,17.791011521672417,9.036399819151518,4.528460911176504,8.06115707483813,-6.024157364810344,-3.6410167133030304,2.0099006759117493,2.5727936374609395,Csa,C
974,isomap_1735000,16.92874323881188,6.173823228499998,5.008237205217833,5.815604541369954,-6.149144579653464,-2.3326140992916664,1.83807955608394,2.414792917084202,Csa,C
983,isomap_2221700,4.313333333333325,3.306666666666665,3.484033422470103,2.644356674547191,-18.89333333333333,-9.120000000000001,1.757068265289908,0.9613878856458861,Dfc,D
987,isomap_2333000,3.407142857142852,2.2533333333333494,4.139438244447156,4.04917549906425,-23.342857142857138,-11.680000000000003,3.0290767772456606,1.8676901955802725,Dfc,D
991,isomap_2495900,2.130769230769197,0.5533333333333341,7.294611774916147,7.44400131351114,-34.26153846153846,-13.866666666666665,3.578039527996491,2.97246624128106,Dfd,D
998,isomap_2719600,4.7181818181818205,4.313043478260873,6.477137159665825,2.985953252178698,-18.795454545454543,-9.121739130434781,1.9779413707478046,1.785681339150562,Dfb,D
999,isomap_2740200,9.062500000000009,8.623529411764698,7.692437438809609,6.005833381145045,-17.40625,-8.71764705882353,3.8370673616057362,1.605957765951758,Dfb,D
1001,isomap_2761200,6.006666666666646,-5.100000000000004,12.437495281964486,9.320313047002111,-16.533333333333335,-7.694117647058825,2.271758985651626,1.8618367238184914,Dfb,D
1012,isomap_3190900,13.130000000000013,2.8071428571428485,7.105497871366941,2.8011386168878594,-11.930000000000003,-8.878571428571428,2.64350146585925,1.7448612599076543,Dfb,D
1017,isomap_3374900,8.874695913733335,7.803905107272729,2.9410375614170636,2.8730572727937798,-12.949216272133333,-5.585407322727274,2.641974883302684,1.3731390255232518,Cfb,C
1019,isomap_3383870,10.247324547058822,7.822942642842104,4.360241516513069,3.6916644901578324,-12.567728185294119,-6.059316624105263,2.885076664360855,1.8486860749749132,Cfb,C
1020,isomap_3383880,9.847548235882343,6.8736229591428595,3.5344810451664275,3.5018463932123,-14.333925195882351,-5.77835383792857,3.026782717665731,1.5128799916039488,Cfb,C
1021,isomap_3388100,10.805471163750008,6.711786356555556,4.150563920380867,6.110517231089547,-12.552698711875,-5.895801524222222,3.1091223122972114,2.1689783230684907,Cfb,C
1022,isomap_3388500,9.927027359374998,6.773689952555554,4.136546286054855,3.0260688779579645,-12.263591870625,-5.465073195666666,2.4402331675876634,1.377712618147644,Cfb,C
1023,isomap_3400900,0.36428571428569867,3.5714285714285734,5.581040243904485,2.9194981397074233,-12.049999999999999,-6.807142857142858,1.5527625151875042,1.4853880136248594,Dfb,D
1026,isomap_3488000,4.807692307692308,0.744827586206895,6.209479296695867,7.2817479053095795,-11.99230769230769,-5.175862068965517,3.737123850577635,2.4610980409528445,BSk,B
1028,isomap_3752400,13.711892486444446,14.161472391947367,5.110568966783544,3.6626807971879374,-16.82502155066667,-3.946401696894737,2.9472397789185405,1.4908350203169578,Dfb,D
1029,isomap_3754900,12.108711335882356,10.740192073388885,3.890734503693169,3.3653809359839135,-10.988812565294118,-4.109945129722222,4.397524623806954,2.150166475156135,Cfa,C
1053,isomap_4015301,22.927692307692304,,4.596758312359759,,-6.651538461538461,,1.1116712723424487,,Csa,C
1054,isomap_4017900,19.70101265822785,,5.400672155761448,,-5.107088607594935,,1.30728935123212,,Csa,C
1057,isomap_4025500,22.788648648648646,,4.396538049704356,,-6.314054054054054,,1.549171460263316,,Csa,C
1058,isomap_4025501,22.256666666666664,,4.629422810195192,,-6.31962962962963,,1.63139676914641,,Csa,C
1063,isomap_4026601,24.71945945945946,,4.175406078937973,,-6.844324324324324,,1.1641829069178427,,Csa,C
1079,isomap_4075400,12.853469387755096,2.0857142857142827,7.804710652645096,11.828182878366471,-7.766122448979592,-0.7249999999999998,3.380211813388858,4.9852364179502215,Csa,C
1081,isomap_4094900,19.915555555555574,9.367999999999999,6.111439991150378,9.624270154146751,-10.697777777777778,0.38899999999999996,3.5511211931438034,3.476784290116371,Csa,C
1082,isomap_4115001,8.664583333333333,,9.231849976741152,,0.013541666666666766,,2.80131255662958,,BWh,B
1086,isomap_4192300,6.531526670000007,8.651447413444448,5.826999040081416,1.8486497116686809,-3.322598783750001,-5.562612957444444,2.9212507012552003,2.328773213025633,Aw,A
1101,isomap_4218200,9.066617647058825,5.970357142857142,7.907032910140284,6.911893467134775,-0.984558823529412,-3.796160714285715,2.9882246518742877,4.000855990002933,BSh,B
1121,isomap_4331400,10.638000000000002,10.31848484848485,1.7012513041875934,1.6672589030412872,-5.618,-2.027121212121212,2.23214157257106,1.2214230587056742,Am,A
1131,isomap_4343600,12.284,9.325555555555562,2.6902113919417823,5.9367314447357025,-4.298,-2.6122222222222233,2.23656045450747,2.1813796744149374,Am,A
1137,isomap_4346600,8.088,8.688823529411764,4.320927678172827,4.911781613215001,-5.460999999999999,-1.8470588235294116,1.8674766397468006,1.0529776529994652,Af,A
1138,isomap_4346601,11.262506427823519,10.582235740166665,2.449330642584044,1.258077625785933,-4.900298644470588,-2.4385016096666665,2.3466303048913586,0.7797702080582186,Af,A
1139,isomap_4347300,12.61799999999999,11.509230769230767,3.9243287324076244,3.203235051147418,-8.141000000000002,-3.9299999999999997,3.5178102563953058,1.571314980909546,Af,A
