,site,n,d18O,d2H,a,b,theta,area,intersect_area,perc overlap,koppen,clim
102,Ehl_83,120,-12.75017655,-95.07959703,3.499919286,79.65997048,-0.124842742,874.4807667,772.137315,0.882966606,Dfb,D
103,Ehl_83,120,-13.40348226,-100.1532938,3.133067273,77.12822818,-0.124521072,757.9411199,756.3242801,0.9978668,Dfb,D
104,Ehl_83,120,-13.41717745,-100.2802687,3.36363461,79.35855344,-0.123936609,837.2476695,776.977546,0.928013985,Dfb,D
105,Grimes_BE 1997-2010,0,-9.139907975,-62.51527607,1.575353392,57.05331982,-0.125995306,nan,nan,nan,Dfb,D
106,Grimes_BE 1997-2010,163,-9.195208945,-62.57404995,2.092341525,47.14720583,-0.12147552,309.4142147,nan,1,Dfb,D
107,Grimes_BE 1997-2010,18,-8.690550604,-58.98682928,2.448302279,42.23754956,-0.110338109,324.3510868,279.249386,0.860947897,Dfb,D
108,Grimes_BE 1997-2010,18,-9.60270606,-65.44211544,3.053901756,50.50353741,-0.118129106,483.7585331,309.4142147,0.639604665,Dfb,D
109,Grimes_BE 1997-2010,18,-8.633135386,-56.07071918,2.374746104,34.7727225,-0.123939656,259.0052492,235.401017,0.908865816,Dfb,D
110,Grimes_BE 1997-2010,18,-8.809804259,-58.41021904,2.27782565,32.13350238,-0.09965915,229.5785699,210.4405624,0.916638528,Dfb,D
111,Grimes_BE 1997-2010,18,-10.83521553,-74.94213351,3.253545777,56.52177522,-0.115025512,576.8000929,302.7299042,0.524843716,Dfb,D
112,Grimes_BE 1997-2010,18,-9.056761962,-59.80795461,3.298032459,54.92941828,-0.115082356,568.2135961,309.4142147,0.544538562,Dfb,D
113,Grimes_BE 1997-2010,18,-10.31740636,-70.71998462,3.778353774,59.40433191,-0.111571854,703.9994073,309.4142147,0.439509198,Dfb,D
114,Grimes_BE 1997-2010,18,-8.73809904,-59.83458183,3.180034861,65.22358134,-0.104375426,650.5607474,309.4142147,0.475611564,Dfb,D
115,Grimes_BE 1997-2010,24,-9.404731845,-63.90686005,2.579503659,56.29526717,-0.102237182,455.4696515,306.3219962,0.672540959,Dfb,D
116,Grimes_BE 1997-2010,24,-9.568160237,-64.79624248,2.894662374,49.77018011,-0.118593082,451.8754814,309.4096536,0.684723262,Dfb,D
117,Grimes_BE 1997-2010,24,-9.203404147,-62.57924591,3.094103631,60.75163341,-0.106700089,589.5820959,309.4142147,0.524802596,Dfb,D
118,Grimes_BE 1997-2010,24,-9.191536729,-66.4981277,3.787070197,58.92172519,-0.116716063,699.891676,309.4142147,0.442088719,Dfb,D
119,Grimes_BE 1997-2010,24,-9.529712476,-63.00056387,2.756181662,48.19359934,-0.118024868,416.6284776,308.6224994,0.740761892,Dfb,D
120,Grimes_BE 1997-2010,24,-9.460485822,-63.42982469,2.814971678,55.71834442,-0.113484965,491.9533769,309.4142147,0.628950281,Dfb,D
121,Grimes_BE 1997-2010,24,-9.458323866,-64.8678024,3.195470003,61.1819919,-0.106621954,613.2115826,309.4142147,0.50457986,Dfb,D
122,Grimes_BE 1997-2010,24,-10.11372097,-69.71011624,2.97651943,54.69359272,-0.11742547,510.6193187,309.357344,0.605847316,Dfb,D
123,Grimes_BE 1997-2010,24,-9.423403734,-63.41504136,3.019502219,53.98661247,-0.11969079,511.2968269,309.4142147,0.60515575,Dfb,D
124,Grimes_BE 1997-2010,24,-9.721764753,-66.56090446,2.867554479,55.19301036,-0.109568157,496.4175017,309.4142147,0.623294331,Dfb,D
125,Grimes_BE 1997-2010,30,-7.970877931,-54.6608607,2.931064625,34.09621584,-0.134926825,313.4605919,237.5614692,0.757867098,Dfb,D
126,Grimes_BE 1997-2010,30,-9.290280773,-62.65135104,2.202297113,51.45488817,-0.119969082,355.4308654,309.4142147,0.870532767,Dfb,D
127,Grimes_BE 1997-2010,30,-9.648147845,-66.44956821,2.440021184,50.44451826,-0.113364158,386.0640711,305.2755114,0.790737948,Dfb,D
128,Grimes_BE 1997-2010,30,-9.226983796,-62.53565718,2.582078285,53.32002194,-0.115128134,431.8291978,309.4142147,0.716519903,Dfb,D
129,Grimes_BE 1997-2010,30,-8.470989427,-55.20458293,1.803021027,31.81825873,-0.12317671,179.9405222,179.9405222,1,Dfb,D
130,Grimes_BE 1997-2010,30,-7.703292233,-55.24261531,3.140104547,35.56350732,-0.117975954,350.2677098,245.4298502,0.700692194,Dfb,D
131,Grimes_BE 1997-2010,30,-9.813387234,-65.53619512,2.417469343,50.12972103,-0.116818956,380.1091974,301.873765,0.794176429,Dfb,D
132,Grimes_BE 1997-2010,30,-9.075483593,-64.1612274,2.873642967,52.31953646,-0.11552373,471.5722961,309.4142147,0.656133147,Dfb,D
133,Grimes_BE 1997-2010,30,-9.109339996,-61.82335332,2.573931654,53.38883886,-0.116328705,431.0217865,309.4142147,0.717862123,Dfb,D
134,Grimes_BE 1997-2010,30,-9.366869777,-62.31240368,2.511782249,48.55448398,-0.117303779,382.5277196,309.0872785,0.80801276,Dfb,D
135,Grimes_BE 1997-2010,36,-9.056195101,-59.87876163,2.149478019,43.87814642,-0.119222846,295.8242166,278.7483957,0.942277136,Dfb,D
