,lat,lon,cam2_m,cam2_b,cam5_m,cam5_b,echam5_m,echam5_b,gissE_m,gissE_b,HadAM3_m,HadAM3_b,isoGSM_m,isoGSM_b,lmdz_m,lmdz_b,miroc_m,miroc_b
184,-5.07,119.55,7.887906472111192,10.87418027396582,7.766130019061429,7.364157986875538,8.17007509741324,9.090663909448823,8.80143146724033,17.277628352068266,7.99164275070419,10.598508260242545,8.231832721227564,11.607103900652568,8.765603445596529,13.874440359828156,7.872336064135617,8.620974847339987
185,-8.75,115.17,7.941148488897037,11.343984800876827,7.905573183327212,8.95838332057627,7.882207689573179,8.35944720464157,8.781268237914064,17.734181634527307,8.097121158049582,10.221298487087596,8.303754924810981,11.314724393011218,8.019817269851988,11.12583555855263,7.811220305363252,8.463607697143587
186,-0.2,100.32,8.21540709279982,12.668541355734932,7.92777716799762,10.33165052017162,7.5114171594125665,8.25638292001931,8.3909993959135,18.258548397138963,8.386793816802879,17.436746283861982,8.247343487993188,14.156188881291602,10.008362263068877,23.429124493610665,8.043023889023436,10.074216791685217
187,7.0,134.27,7.467488766437073,8.39993864451732,7.632189188455403,5.967685538759667,7.63866358369013,5.4797957450140835,7.686612638109482,9.213425213820578,7.684275892657136,6.987360585263925,8.061830178869979,9.975248417946016,8.566721016123864,10.638345520313713,7.538190288120471,6.246938335053815
197,18.277,-65.786,7.760011208195175,9.554990085717826,7.9043551810055215,6.719531290442736,7.919501811621293,5.45401052838228,8.287822453720029,11.588722260780694,8.350701592137767,10.025084318443964,8.279716216358814,9.976434839924538,8.929779531256258,11.477889124164625,8.699051034157183,10.239868486708225
199,18.27,-65.76,7.760011208195175,9.554990085717826,7.9043551810055215,6.719531290442736,7.919501811621293,5.45401052838228,8.287822453720029,11.588722260780694,8.350701592137767,10.025084318443964,8.279716216358814,9.976434839924538,8.929779531256258,11.477889124164625,8.699051034157183,10.239868486708225
201,18.315820000000002,-65.74315,7.760011208195175,9.554990085717826,7.9043551810055215,6.719531290442736,7.919501811621293,5.45401052838228,8.287822453720029,11.588722260780694,8.350701592137767,10.025084318443964,8.279716216358814,9.976434839924538,8.929779531256258,11.477889124164625,8.699051034157183,10.239868486708225
202,18.37226,-65.76311,7.760011208195175,9.554990085717826,7.9043551810055215,6.719531290442736,7.919501811621293,5.45401052838228,8.287822453720029,11.588722260780694,8.350701592137767,10.025084318443964,8.279716216358814,9.976434839924538,8.929779531256258,11.477889124164625,8.699051034157183,10.239868486708225
227,4.05,114.81,7.755857606073398,9.519247957851118,7.693568104028246,8.885946677874832,7.642161390096488,7.527588068560395,7.99498400733037,13.013505162531802,8.86283458622236,20.95893426569037,8.13834600779275,12.39227738307944,9.660352768784252,19.318493608437752,7.987667413264832,9.316285598339006
291,45.2247,-118.51299999999999,8.116549788546795,10.414827310176806,7.6299933543271425,2.902968751503679,7.748287093665432,5.278728992087053,8.323314982058259,11.081194124995305,8.576491592380876,12.281036905734572,8.205688910935608,11.195786697895612,8.169277901428746,8.885393891298087,8.242529504124953,10.09741966292067
308,-33.96,18.46,8.150348268926843,12.435622259051819,7.472111876312312,6.1186356346673545,7.557694988046676,8.028844563336051,8.43697431769169,12.045200221494795,7.051367534277781,4.6050631621782605,7.5000582750944496,10.104639905398962,7.564233488360862,10.044191592573933,8.3737173185167,12.437574693265208
325,-25.77,28.26,9.288395771037651,20.253100679493617,7.56470281183377,10.70483455651925,8.312250009241717,12.507920061601617,8.602773024301886,17.193811133741985,7.827767393924349,12.414604295509248,8.554542872856095,16.315219438779295,8.937951372033414,16.247171890869456,8.854017297291337,17.106100719826525
342,18.3893,-66.56934,7.66174010696085,9.37873145912815,7.975203124636326,7.715108178101172,7.931204858984176,5.385945576381626,8.320746001941886,11.954270169770655,8.348319533243082,10.025662290201188,8.24077462848524,9.830627771777618,10.039347577682834,13.224071429644702,8.74628319994055,10.346075247754467
