,site,m,mse,b,bse,inv_condnum,res_var,n,lat,lon,elev,proj,koppen,clim
973,isomap_1730000,7.12752892268734,0.14083923021964315,9.805625226578362,0.755421676506417,0.0752882701953,52.0194784393,353.0,36.88,30.7,49.0,20.0,Csa,C
974,isomap_1735000,6.7018274276779035,0.11059372302733704,7.080454309092527,0.5774054850975687,0.0824088203728,35.1560619931,334.0,36.98,35.3,73.0,20.0,Csa,C
983,isomap_2221700,7.90911358155326,0.10637033404598685,2.7236539687906207,1.5656057490653181,0.0186511894409,13.8568427265,60.0,67.15,32.35,26.0,20.0,Dfc,D
987,isomap_2333000,7.911690332490077,0.100174857610489,2.0959107836679705,1.8304557806644355,0.0153664668542,18.8057801485,58.0,66.53333333,66.66666667,16.0,20.0,Dfc,D
991,isomap_2495900,7.8643165888827165,0.10683299774362595,-0.30431410974126927,2.691041182510444,0.0134360376323,54.0709693091,54.0,62.08,129.75,107.0,20.0,Dfd,D
998,isomap_2719600,8.008287796428395,0.12585318076020213,5.252663188481443,1.8347226506493448,0.0196023887626,30.6915136087,91.0,58.65,49.61666667,164.0,20.0,Dfb,D
999,isomap_2740200,8.055326598093126,0.19506090369755624,9.685274048063631,2.540037280380276,0.0255295524455,52.9999375777,61.0,56.9,35.9,31.0,20.0,Dfb,D
1001,isomap_2761200,6.543673027767783,0.29979235111389757,-17.657558780071966,3.610327501981169,0.025040391386,124.168927643,64.0,55.75,37.57,157.0,20.0,Dfb,D
1012,isomap_3190900,7.463850952648352,0.34957021366309604,3.0057097145960343,3.562068617895077,0.0215091038681,44.3644927653,51.0,45.0,136.6,68.0,20.0,Dfb,D
1017,isomap_3374900,7.694805457324788,0.17659690853828017,6.056493450089484,1.7281771522445957,0.0340494567231,25.7456958854,58.0,47.4,28.49166667,78.0,20.0,Cfb,C
1019,isomap_3383870,7.806150160868999,0.14353062930540395,8.205084419322644,1.3061715907519793,0.0375325920414,18.3947535225,70.0,46.96666667,28.9,125.0,20.0,Cfb,C
1020,isomap_3383880,7.622326340737251,0.1715197439867921,4.8448090966104385,1.763677646463137,0.0391542001475,42.8130194842,64.0,47.7,27.88333333,231.0,20.0,Cfb,C
1021,isomap_3388100,7.80440982024866,0.17657274333828413,7.271710675708979,1.7197879286723698,0.0381855969673,33.5148208568,63.0,46.49722222,28.3,156.0,20.0,Cfb,C
1022,isomap_3388500,7.685500119896039,0.1259475734847913,6.3811648301720405,1.141743820006277,0.0374780260663,13.6192055627,67.0,45.8,28.2,113.0,20.0,Cfb,C
1023,isomap_3400900,8.344216440906091,0.23712035227015707,5.809527238512527,2.301184729825083,0.0275600700725,25.7034156686,56.0,51.73333333,36.26666667,210.0,20.0,Dfb,D
1026,isomap_3488000,7.554986228599284,0.1500644002474242,0.43301588073357694,1.3898023428406114,0.0496817864489,57.9263735804,106.0,46.25,48.03,-18.0,20.0,BSk,B
1028,isomap_3752400,7.9852632421204275,0.0949048380389908,14.382531492385858,1.1325820250610426,0.0358698549046,22.0629414554,77.0,41.71,43.51,1665.0,20.0,Dfb,D
1029,isomap_3754900,7.808137994488301,0.1219453944901186,9.772317540618372,0.979785966675367,0.0595583901346,20.0783540413,71.0,41.68,44.95,490.0,20.0,Cfa,C
1053,isomap_4015301,7.665664806020833,0.6615481588066888,19.724608801846404,4.161454458318121,0.0260485838404,38.1607551512,54.0,32.97,35.5,964.0,20.0,Csa,C
1054,isomap_4017900,6.551401072619314,0.272329380141719,10.699965456301392,1.253706719808142,0.0754782562414,59.529615303,168.0,31.99730278,34.81616111,39.0,20.0,Csa,C
1057,isomap_4025500,7.151060681203292,0.34172477615514285,16.018782044931967,2.085859243580137,0.0498331668941,43.842814158,68.0,32.53,35.85,555.0,20.0,Csa,C
1058,isomap_4025501,6.740187051346301,0.3755069960601866,12.948906035688259,2.2989705898279493,0.0531879555579,47.1502266899,49.0,32.55,35.85,616.0,20.0,Csa,C
1063,isomap_4026601,7.632269851224885,0.498117333272072,20.3757559978387,3.3252524862465496,0.0276630483671,36.7526106859,65.0,32.36666667,35.75,1150.0,20.0,Csa,C
1079,isomap_4075400,6.848981539523103,0.14056250693839734,3.878241624051884,0.9300530560277587,0.106433656306,83.8523732893,136.0,35.68,51.32,1200.0,20.0,Csa,C
1081,isomap_4094900,7.482259390140199,0.14325119435610364,13.27490819500544,1.1318322520413426,0.0845065769657,62.9980149937,86.0,34.57,69.21333333,1860.0,20.0,Csa,C
1082,isomap_4115001,6.283890047978494,0.27706819108385017,8.755860315303433,0.7765647940811768,0.392233081632,85.461218615,95.0,26.27,50.62,2.0,20.0,BWh,B
1086,isomap_4192300,7.831836090219098,0.14228928552980835,7.6991348851913735,0.8213395751354907,0.102659211437,15.0376521941,50.0,23.95277778,90.27916667,14.0,20.0,Aw,A
1101,isomap_4218200,7.416845406358736,0.09642680350135509,4.962959362233079,0.5102697833457246,0.160888886145,69.4993984207,304.0,28.58,77.2,212.0,20.0,BSh,B
1121,isomap_4331400,7.770103583695938,0.10340863305166131,9.839035814579065,0.4749172526343944,0.121332850858,7.99358755575,85.0,11.25,75.78,20.0,20.0,Am,A
1131,isomap_4343600,7.9780794940996484,0.2890159591683223,11.852079151245114,1.2816782673626175,0.093901629733,20.2692308371,51.0,7.72,81.73,5.0,20.0,Am,A
1137,isomap_4346600,8.449684589686289,0.294001060854031,11.415843309092052,1.1794160375312406,0.110564328498,21.5648585587,61.0,6.906666667,79.87,7.0,20.0,Af,A
1138,isomap_4346601,7.7527057516916305,0.11216309117549475,10.55872888174798,0.5121424792765675,0.0984947204159,5.2803846864,70.0,6.9506,79.8795,5.0,20.0,Af,A
1139,isomap_4347300,8.374535456805692,0.18568854980157806,15.845688633031768,1.204176424540553,0.0595950503913,13.3375268151,50.0,6.966666667,80.76666667,1880.0,20.0,Af,A
1145,isomap_4500400,8.27825673046279,0.06788253506810717,12.054759139944286,0.3822736319020086,0.0790002250977,17.8825848941,494.0,22.31666667,114.1666667,66.0,20.0,Cwa,C
1146,isomap_4713101,8.949213131463361,0.2129478634195161,21.21261055805009,1.7912877921390207,0.0280937047155,37.2066079969,185.0,36.62,127.46,62.0,20.0,Dwa,D
1147,isomap_4713800,9.096087297252009,0.3492477359932275,20.23877272925282,2.6349328673931085,0.0363250640412,63.2094784415,110.0,36.03,129.38,6.0,20.0,Cfa,C
1148,isomap_4751300,8.043838313361556,0.17458012258218067,13.427874887759828,1.494086657751262,0.0279925924025,32.2279740111,192.0,39.03,141.81,260.0,20.0,Cfb,C
1149,isomap_4766200,7.789608684565365,0.24764807918223242,11.21647068035019,1.8166199254430015,0.0345134730433,54.2320063638,183.0,35.68,139.77,4.0,20.0,Cfa,C
1151,isomap_4845500,7.5706037538060675,0.08208440207780625,6.4204302414929675,0.48715520386787253,0.0725156478533,26.0111579007,417.0,13.73,100.5,2.0,20.0,Aw,A
1154,isomap_4860000,6.512441928211144,0.6121766410527535,3.102284904591969,3.8956013022143674,0.0568374037979,178.084772382,51.0,6.329722222,99.73,31.0,20.0,Am,A
1155,isomap_4860300,7.80399969188138,0.29300389422122236,12.45599543025865,1.941973673902092,0.0374604502112,26.1765437273,79.0,6.2,100.4,5.0,20.0,Am,A
1157,isomap_4861500,8.59502799486261,0.6498104148071224,12.485048716219996,4.021255702263848,0.0370263823771,97.6088315578,91.0,6.166666667,102.2833333,7.0,20.0,Af,A
1159,isomap_4863200,9.123683320754758,0.40753300726851355,27.30428652047054,3.843300026546097,0.0215594723375,32.9666999192,50.0,4.466666667,101.3833333,1430.0,20.0,Af,A
1160,isomap_4864701,8.58485081357322,0.288961481342153,14.770654529771786,2.0970723348595532,0.0331930947117,45.2551390202,145.0,2.883333333,101.7833306,26.0,20.0,Af,A
1164,isomap_4869400,7.678047951104546,0.1900139960152069,10.711037064122696,1.421918882872849,0.0297852183421,7.51006202384,52.0,1.35,103.9,32.0,20.0,Af,A
1167,isomap_5074500,7.686185976537626,0.15202189364775326,1.3635500662153244,2.5419041637777773,0.0256816433003,74.954702091,50.0,47.38333333,123.9166667,147.0,20.0,Dwa,D
1170,isomap_5182801,7.308561029050946,0.1687020910986096,4.553658291838267,2.3464118853933384,0.0312660771851,185.896845537,131.0,43.78,87.62,918.0,20.0,Dfb,D
1171,isomap_5265200,7.0555311569832515,0.1946190813251808,-1.7992947374229897,2.236435106855649,0.0503823675051,201.892161948,86.0,38.93,100.43,1483.0,20.0,BWk,B
1175,isomap_5369800,6.681680064224386,0.21650992977264374,-1.1147217258757647,1.8018758717375678,0.0454386960907,110.521020763,146.0,38.03333333,114.4166667,80.0,20.0,Cwa,C
1181,isomap_5452700,7.136425054789027,0.32096696207539366,4.386179224491091,2.5005849315137856,0.0464184395845,79.3234971887,64.0,39.1,117.1666667,3.0,20.0,Dwa,D
1182,isomap_5452701,6.648604936977723,0.2316840769523278,-2.836293734753998,2.0767165598993267,0.0435599248942,63.9476256751,60.0,40.67,109.85,1067.0,20.0,BSk,B
1184,isomap_5629400,7.261496558404325,0.25913320017387104,-0.7750881080595128,1.6488835500357157,0.0838742156371,74.2007070692,67.0,30.67,104.02,506.0,20.0,Cwa,C
1185,isomap_5677800,6.993701571112931,0.17946856493073815,0.43969536191050546,1.5943339118196505,0.0511144507237,118.109885357,151.0,25.01666667,102.6833333,1892.0,20.0,Cwb,C
1186,isomap_5703600,7.95858211371857,0.3068498218960333,9.54967593341849,2.414090333521265,0.0453891620826,58.088553699,60.0,34.3,108.93,397.0,20.0,Cwa,C
1187,isomap_5708300,7.376227254365244,0.36135978935630125,1.3173116132171705,2.5482116440223557,0.055161656542,81.5621980119,57.0,34.72,113.65,110.0,20.0,Cwa,C
1188,isomap_5749400,8.57271140235467,0.3965349751307475,8.648604072984016,2.540894216485397,0.060457892878,57.7209514133,50.0,30.62,114.13,23.0,20.0,Cfa,C
1190,isomap_5767900,8.614641595054584,0.21106186972051036,16.223630711649275,1.3345625739086422,0.0694667584615,22.77276967,57.0,28.2,113.0666667,37.0,20.0,Cfa,C
1191,isomap_5771300,8.208824441686748,0.2726661936642617,12.660411263191872,1.9926096504073592,0.0656408659809,80.611849978,73.0,27.7,106.88,844.0,20.0,Cfa,C
1192,isomap_5781600,8.949542267626205,0.16471478863025468,22.92902036318169,1.2699981975465946,0.059137867951,20.7046186107,58.0,26.58333333,106.7166667,1071.0,20.0,Cwa,C
1193,isomap_5795700,8.515430146816934,0.13257430049395869,17.532745226478227,0.8546992209911058,0.0644553708295,13.6605003468,91.0,25.07,110.08,170.0,20.0,Cfa,C
1194,isomap_5823800,8.711080697877406,0.21401563114908195,19.309109314988483,1.6639469812819259,0.0381057366888,16.4014419817,58.0,32.18,118.18,26.0,20.0,Cfa,C
