"","Index","Lat","Lon","1980-01-15","1980-02-15","1980-03-15","1980-04-15","1980-05-15","1980-06-15","1980-07-15","1980-08-15","1980-09-15","1980-10-15","1980-11-15","1980-12-15","1981-01-15","1981-02-15","1981-03-15","1981-04-15","1981-05-15","1981-06-15","1981-07-15","1981-08-15","1981-09-15","1981-10-15","1981-11-15","1981-12-15","1982-01-15","1982-02-15","1982-03-15","1982-04-15","1982-05-15","1982-06-15","1982-07-15","1982-08-15","1982-09-15","1982-10-15","1982-11-15","1982-12-15","1983-01-15","1983-02-15","1983-03-15","1983-04-15","1983-05-15","1983-06-15","1983-07-15","1983-08-15","1983-09-15","1983-10-15","1983-11-15","1983-12-15","1984-01-15","1984-02-15","1984-03-15","1984-04-15","1984-05-15","1984-06-15","1984-07-15","1984-08-15","1984-09-15","1984-10-15","1984-11-15","1984-12-15","1985-01-15","1985-02-15","1985-03-15","1985-04-15","1985-05-15","1985-06-15","1985-07-15","1985-08-15","1985-09-15","1985-10-15","1985-11-15","1985-12-15","1986-01-15","1986-02-15","1986-03-15","1986-04-15","1986-05-15","1986-06-15","1986-07-15","1986-08-15","1986-09-15","1986-10-15","1986-11-15","1986-12-15","1987-01-15","1987-02-15","1987-03-15","1987-04-15","1987-05-15","1987-06-15","1987-07-15","1987-08-15","1987-09-15","1987-10-15","1987-11-15","1987-12-15","1988-01-15","1988-02-15","1988-03-15","1988-04-15","1988-05-15","1988-06-15","1988-07-15","1988-08-15","1988-09-15","1988-10-15","1988-11-15","1988-12-15","1989-01-15","1989-02-15","1989-03-15","1989-04-15","1989-05-15","1989-06-15","1989-07-15","1989-08-15","1989-09-15","1989-10-15","1989-11-15","1989-12-15","1990-01-15","1990-02-15","1990-03-15","1990-04-15","1990-05-15","1990-06-15","1990-07-15","1990-08-15","1990-09-15","1990-10-15","1990-11-15","1990-12-15","1991-01-15","1991-02-15","1991-03-15","1991-04-15","1991-05-15","1991-06-15","1991-07-15","1991-08-15","1991-09-15","1991-10-15","1991-11-15","1991-12-15","1992-01-15","1992-02-15","1992-03-15","1992-04-15","1992-05-15","1992-06-15","1992-07-15","1992-08-15","1992-09-15","1992-10-15","1992-11-15","1992-12-15","1993-01-15","1993-02-15","1993-03-15","1993-04-15","1993-05-15","1993-06-15","1993-07-15","1993-08-15","1993-09-15","1993-10-15","1993-11-15","1993-12-15","1994-01-15","1994-02-15","1994-03-15","1994-04-15","1994-05-15","1994-06-15","1994-07-15","1994-08-15","1994-09-15","1994-10-15","1994-11-15","1994-12-15","1995-01-15","1995-02-15","1995-03-15","1995-04-15","1995-05-15","1995-06-15","1995-07-15","1995-08-15","1995-09-15","1995-10-15","1995-11-15","1995-12-15","1996-01-15","1996-02-15","1996-03-15","1996-04-15","1996-05-15","1996-06-15","1996-07-15","1996-08-15","1996-09-15","1996-10-15","1996-11-15","1996-12-15","1997-01-15","1997-02-15","1997-03-15","1997-04-15","1997-05-15","1997-06-15","1997-07-15","1997-08-15","1997-09-15","1997-10-15","1997-11-15","1997-12-15","1998-01-15","1998-02-15","1998-03-15","1998-04-15","1998-05-15","1998-06-15","1998-07-15","1998-08-15","1998-09-15","1998-10-15","1998-11-15","1998-12-15","1999-01-15","1999-02-15","1999-03-15","1999-04-15","1999-05-15","1999-06-15","1999-07-15","1999-08-15","1999-09-15","1999-10-15","1999-11-15","1999-12-15","2000-01-15","2000-02-15","2000-03-15","2000-04-15","2000-05-15","2000-06-15","2000-07-15","2000-08-15","2000-09-15","2000-10-15","2000-11-15","2000-12-15"
"1",17,-34.18,22.14,NA,NA,NA,NA,NA,-12.327730178833,2.88879871368408,-5.52928447723389,-3.59666347503662,-5.38814067840576,-4.100501537323,-8.14098167419434,-10.4235410690308,-16.8091659545898,-12.1212596893311,-19.1524620056152,-5.94866275787354,-5.47730922698975,-9.98806953430176,-5.24002313613892,NA,-3.08740139007568,NA,-4.20999526977539,-9.35399532318115,-7.73483514785767,-8.24326324462891,-15.8665771484375,-5.12027740478516,-4.8491358757019,-10.4650259017944,-6.1907172203064,-1.88398361206055,-11.0877151489258,NA,NA,NA,NA,NA,-13.7559175491333,-13.0078792572021,-2.13420391082764,-13.5980243682861,-1.60127878189087,-14.6695375442505,-2.10362672805786,-17.5201301574707,NA,NA,NA,-6.09028339385986,-5.00339269638062,-1.47068500518799,-7.1137547492981,-12.346625328064,-4.40257787704468,-5.75286149978638,-4.99719381332397,NA,NA,-1.49649381637573,-19.8580017089844,-9.51498794555664,-3.15606594085693,-4.13399934768677,-10.2598667144775,-16.7886009216309,NA,NA,-1.84619426727295,-18.3778400421143,-7.81863927841187,NA,NA,-8.5573787689209,-7.15905427932739,NA,-13.249397277832,7.22527503967285,-13.0874519348145,2.59995460510254,-2.57068872451782,-1.79076194763184,NA,NA,-6.4283013343811,-6.10458850860596,-14.1296977996826,-12.7052669525146,-17.4048538208008,-29.7949905395508,-10.1242065429688,3.11887264251709,-3.97586822509766,NA,NA,NA,NA,-21.7344760894775,-13.5651826858521,-21.5040435791016,-11.8339653015137,-6.45065307617188,0.335454940795898,-8.5876579284668,-2.73168087005615,NA,NA,NA,-17.3266525268555,-5.96660375595093,-14.9238109588623,0.364780426025391,-0.502169132232666,-8.35603523254395,-1.58447027206421,-8.64434242248535,-8.40091705322266,-8.1791877746582,NA,NA,-13.6122703552246,-3.32152843475342,-16.9326667785645,-8.73976898193359,-15.6974201202393,-3.73899936676025,-6.44129514694214,-7.58492946624756,-5.12540340423584,NA,-11.3303070068359,NA,-5.08123636245728,NA,-11.433482170105,-9.78916931152344,-4.81325387954712,-6.41655921936035,-8.04907035827637,-5.93090057373047,-3.01027297973633,-5.66953420639038,-3.74913215637207,NA,-5.49423694610596,-9.88364219665527,-4.36031818389893,-14.2295951843262,-6.9238543510437,-3.50755453109741,-5.10942935943604,-9.69821166992188,-14.4869689941406,-1.64783000946045,NA,-23.9790077209473,-5.97363710403442,NA,-18.9602966308594,-6.17879629135132,-11.5317707061768,-4.04089689254761,-1.75273418426514,-8.40026092529297,-2.7388334274292,NA,-5.53655624389648,NA,NA,-2.84826755523682,-18.3270568847656,-9.36645317077637,-13.7407188415527,-12.8237609863281,-0.73850154876709,-7.52407312393188,-6.1524510383606,NA,-8.82202339172363,NA,NA,-7.54827260971069,-5.80394268035889,-27.9660224914551,-8.29243659973145,-11.4141101837158,-18.4860229492188,-6.52062892913818,-6.74426555633545,-17.8061714172363,-23.9861011505127,NA,NA,-10.1824398040771,NA,-14.9469966888428,-10.116756439209,-5.9504508972168,-8.99481773376465,-8.05634307861328,2.71379947662354,-10.2104549407959,-3.548264503479,-15.55126953125,-5.66494464874268,-1.83159112930298,-18.2921295166016,-7.1677565574646,-13.2321119308472,-1.88207626342773,0.612616539001465,-4.0135383605957,-7.97289609909058,-8.96883010864258,NA,-11.4516019821167,-18.0995464324951,-14.8679618835449,-10.0619201660156,-36.7692718505859,-8.72516632080078,-7.20310211181641,-2.12001800537109,-7.11172819137573,-7.03883171081543,-5.85335493087769,-8.28212547302246,-7.3692798614502,NA,-4.67145442962646,-7.97486305236816,-0.906705856323242,NA,-8.59737396240234,-3.20130586624146,-10.9062786102295,-3.71134281158447,NA,-14.8856048583984,-7.10725784301758,-18.6455249786377,-4.85962629318237,NA,-7.48664140701294,NA,-21.656810760498,NA,-6.38115406036377,-5.49405813217163,-2.88188457489014,NA
"2",18,40.78328,248.15417,-102.629425048828,-89.7068405151367,-80.3344879150391,-57.5610389709473,-67.7244033813477,-64.2504119873047,NA,NA,NA,-106.680694580078,-102.27173614502,-70.3175048828125,-101.752815246582,-81.8699569702148,-92.7022094726562,-68.125602722168,-70.5127716064453,NA,NA,NA,NA,-78.5093307495117,-93.2140960693359,-85.298713684082,-119.179847717285,-75.7746734619141,-84.9040145874023,-65.2979049682617,-59.0555648803711,-45.7265968322754,-77.52490234375,NA,-93.5724945068359,-101.858261108398,-87.631103515625,-103.267791748047,-93.1656341552734,-91.3733215332031,-85.5526885986328,-79.3082122802734,-65.3977355957031,-71.622673034668,NA,-69.2387237548828,-87.0441818237305,-69.7883987426758,-112.594306945801,-114.050987243652,-102.893409729004,-95.2988891601562,-90.1076812744141,-96.2785491943359,-65.7501831054688,-89.6984939575195,-58.3325614929199,-59.5417022705078,-71.7645263671875,-83.3363494873047,-93.1994934082031,-120.317039489746,-124.227462768555,-111.157539367676,-117.817520141602,-78.9955291748047,-79.7953643798828,-66.1875,-48.8110198974609,NA,-94.8971481323242,-75.1284332275391,-116.983413696289,-108.65062713623,-73.4977111816406,-85.8435668945312,-75.658203125,-76.2412567138672,-68.5964202880859,-64.2859344482422,NA,NA,-90.0598754882812,-76.1640701293945,-90.9180068969727,-98.345100402832,-104.884208679199,-93.0328369140625,-89.1267623901367,-62.9285583496094,-64.4952087402344,-69.45556640625,NA,NA,NA,-73.5697784423828,-91.9352798461914,-105.39412689209,-116.547821044922,-83.2514190673828,-97.4701080322266,-68.1389541625977,-76.0795440673828,-66.0531539916992,NA,NA,-78.3100738525391,NA,-93.3596496582031,-117.867233276367,-99.3626098632812,-92.9762115478516,-82.6604995727539,-59.5858688354492,-68.6830291748047,NA,NA,NA,NA,-62.2267112731934,-91.4292907714844,-86.9095916748047,-99.1939926147461,-101.152893066406,-96.2131652832031,-64.5968322753906,-53.5937538146973,-61.6002082824707,NA,-68.9252014160156,-59.1516494750977,-81.8966598510742,-88.8932952880859,-110.976219177246,-90.6670684814453,-88.58251953125,-93.3214416503906,-86.7158203125,-61.9214782714844,-56.477783203125,NA,NA,-61.7884407043457,-104.176162719727,-93.5423965454102,-91.2638320922852,-112.143936157227,-95.3990249633789,-74.1416778564453,-37.0965614318848,-57.1604385375977,-62.0538597106934,-88.3144760131836,NA,NA,-73.3732604980469,-92.196403503418,-120.149314880371,-119.78638458252,-105.426193237305,-75.2109909057617,-61.0775947570801,-65.0441665649414,-73.4219512939453,NA,NA,NA,-93.0497665405273,-100.441635131836,-101.356086730957,-91.7539596557617,-114.227119445801,-62.8419532775879,-77.2741470336914,-57.9432830810547,NA,NA,NA,-78.9166717529297,-114.217102050781,-106.233657836914,-112.899658203125,-99.873664855957,-87.5363311767578,-69.0560302734375,-78.6158447265625,-69.1046142578125,-62.1603126525879,-73.9272232055664,NA,-64.3161544799805,NA,-72.1312789916992,-86.9560852050781,-110.854866027832,-78.9128570556641,-74.2421112060547,-56.3794364929199,-67.7127227783203,NA,NA,NA,-69.111701965332,-102.109191894531,-98.559440612793,-91.3937683105469,-105.214775085449,-87.8825759887695,-56.2693481445312,-74.2094497680664,-64.9772262573242,-78.7222366333008,NA,-52.7691841125488,-62.2107391357422,-81.0485458374023,-94.3472366333008,-108.519134521484,-81.2519226074219,-96.5835418701172,-74.6479644775391,-65.0385589599609,-48.2869148254395,-55.7284355163574,-58.9993591308594,NA,-61.5928192138672,-73.5461120605469,-91.8195266723633,-69.8110427856445,-86.3838806152344,-79.8263549804688,-57.1500663757324,-82.7528839111328,-73.3867263793945,-61.9716033935547,NA,NA,NA,NA,-64.3686065673828,-97.4327926635742,-100.653350830078,-94.7621459960938,-73.2715759277344,-58.0042610168457,-79.3325271606445,NA,NA,-65.9353103637695,-83.2209625244141,-67.0083160400391,-105.484962463379,-101.62329864502
"3",19,40.667,248.2009,-102.629425048828,-89.7068405151367,-80.3344879150391,-57.5610389709473,-67.7244033813477,-64.2504119873047,NA,NA,NA,-106.680694580078,-102.27173614502,-70.3175048828125,-101.752815246582,-81.8699569702148,-92.7022094726562,-68.125602722168,-70.5127716064453,NA,NA,NA,NA,-78.5093307495117,-93.2140960693359,-85.298713684082,-119.179847717285,-75.7746734619141,-84.9040145874023,-65.2979049682617,-59.0555648803711,-45.7265968322754,-77.52490234375,NA,-93.5724945068359,-101.858261108398,-87.631103515625,-103.267791748047,-93.1656341552734,-91.3733215332031,-85.5526885986328,-79.3082122802734,-65.3977355957031,-71.622673034668,NA,-69.2387237548828,-87.0441818237305,-69.7883987426758,-112.594306945801,-114.050987243652,-102.893409729004,-95.2988891601562,-90.1076812744141,-96.2785491943359,-65.7501831054688,-89.6984939575195,-58.3325614929199,-59.5417022705078,-71.7645263671875,-83.3363494873047,-93.1994934082031,-120.317039489746,-124.227462768555,-111.157539367676,-117.817520141602,-78.9955291748047,-79.7953643798828,-66.1875,-48.8110198974609,NA,-94.8971481323242,-75.1284332275391,-116.983413696289,-108.65062713623,-73.4977111816406,-85.8435668945312,-75.658203125,-76.2412567138672,-68.5964202880859,-64.2859344482422,NA,NA,-90.0598754882812,-76.1640701293945,-90.9180068969727,-98.345100402832,-104.884208679199,-93.0328369140625,-89.1267623901367,-62.9285583496094,-64.4952087402344,-69.45556640625,NA,NA,NA,-73.5697784423828,-91.9352798461914,-105.39412689209,-116.547821044922,-83.2514190673828,-97.4701080322266,-68.1389541625977,-76.0795440673828,-66.0531539916992,NA,NA,-78.3100738525391,NA,-93.3596496582031,-117.867233276367,-99.3626098632812,-92.9762115478516,-82.6604995727539,-59.5858688354492,-68.6830291748047,NA,NA,NA,NA,-62.2267112731934,-91.4292907714844,-86.9095916748047,-99.1939926147461,-101.152893066406,-96.2131652832031,-64.5968322753906,-53.5937538146973,-61.6002082824707,NA,-68.9252014160156,-59.1516494750977,-81.8966598510742,-88.8932952880859,-110.976219177246,-90.6670684814453,-88.58251953125,-93.3214416503906,-86.7158203125,-61.9214782714844,-56.477783203125,NA,NA,-61.7884407043457,-104.176162719727,-93.5423965454102,-91.2638320922852,-112.143936157227,-95.3990249633789,-74.1416778564453,-37.0965614318848,-57.1604385375977,-62.0538597106934,-88.3144760131836,NA,NA,-73.3732604980469,-92.196403503418,-120.149314880371,-119.78638458252,-105.426193237305,-75.2109909057617,-61.0775947570801,-65.0441665649414,-73.4219512939453,NA,NA,NA,-93.0497665405273,-100.441635131836,-101.356086730957,-91.7539596557617,-114.227119445801,-62.8419532775879,-77.2741470336914,-57.9432830810547,NA,NA,NA,-78.9166717529297,-114.217102050781,-106.233657836914,-112.899658203125,-99.873664855957,-87.5363311767578,-69.0560302734375,-78.6158447265625,-69.1046142578125,-62.1603126525879,-73.9272232055664,NA,-64.3161544799805,NA,-72.1312789916992,-86.9560852050781,-110.854866027832,-78.9128570556641,-74.2421112060547,-56.3794364929199,-67.7127227783203,NA,NA,NA,-69.111701965332,-102.109191894531,-98.559440612793,-91.3937683105469,-105.214775085449,-87.8825759887695,-56.2693481445312,-74.2094497680664,-64.9772262573242,-78.7222366333008,NA,-52.7691841125488,-62.2107391357422,-81.0485458374023,-94.3472366333008,-108.519134521484,-81.2519226074219,-96.5835418701172,-74.6479644775391,-65.0385589599609,-48.2869148254395,-55.7284355163574,-58.9993591308594,NA,-61.5928192138672,-73.5461120605469,-91.8195266723633,-69.8110427856445,-86.3838806152344,-79.8263549804688,-57.1500663757324,-82.7528839111328,-73.3867263793945,-61.9716033935547,NA,NA,NA,NA,-64.3686065673828,-97.4327926635742,-100.653350830078,-94.7621459960938,-73.2715759277344,-58.0042610168457,-79.3325271606445,NA,NA,-65.9353103637695,-83.2209625244141,-67.0083160400391,-105.484962463379,-101.62329864502
"4",72,47.98,304.18,-64.4748229980469,-87.9588165283203,-65.7739028930664,-35.9028587341309,-56.3581008911133,-34.6463928222656,-25.3247032165527,-42.7609100341797,-30.6084156036377,-33.6380615234375,-55.0383911132812,-45.3082313537598,-56.907356262207,-45.1874732971191,-68.6311111450195,-47.581672668457,-40.8889656066895,-34.2474594116211,-29.1255722045898,-20.7984447479248,-21.7280979156494,-33.897102355957,-31.3414344787598,-49.2165069580078,-61.5727310180664,-74.3255615234375,-61.7230529785156,-54.2841567993164,-46.5885391235352,-41.244327545166,-23.7327213287354,-20.527660369873,-19.8140144348145,-40.8207778930664,-42.2164192199707,-35.7324485778809,-53.6391754150391,-76.7638092041016,-43.3382987976074,-36.0578308105469,-38.1360054016113,-47.876594543457,-28.8076992034912,-35.294116973877,-43.3460464477539,-39.4412269592285,-29.0952320098877,-50.9022483825684,-58.5510711669922,-42.028247833252,-69.4905548095703,-36.4307746887207,-30.4027194976807,-42.0691986083984,-21.2805862426758,-16.7563552856445,-24.5506763458252,-29.1070938110352,-41.5192832946777,-36.2625122070312,-68.301139831543,-80.6980133056641,-79.51611328125,-69.269775390625,-39.5069122314453,-35.8461151123047,-21.5526218414307,-27.2667999267578,-37.215648651123,-40.3869171142578,-44.7918167114258,-64.0867385864258,-43.2813186645508,-68.7592010498047,-48.3525390625,-33.9782257080078,-43.3269157409668,-32.1550979614258,-33.6719741821289,-25.3809089660645,-37.4011993408203,-40.1681671142578,-46.1046104431152,-60.0202102661133,-71.9205169677734,-75.787841796875,-63.9528617858887,-32.1807861328125,-38.2079467773438,-28.4743309020996,-22.6092929840088,-21.9190711975098,-30.273796081543,-25.4051094055176,-35.7452621459961,-59.4115257263184,-72.2313537597656,-47.6342430114746,-73.5400314331055,-43.1091194152832,-46.2377662658691,-36.1844291687012,-25.3523597717285,-23.8803024291992,-32.2910537719727,-26.0052680969238,-38.3393783569336,-62.7339477539062,-80.5116271972656,-53.8083305358887,-74.3072662353516,-68.2764053344727,-29.4618606567383,-32.8339347839355,-23.8954429626465,-20.692289352417,-21.6117496490479,-25.3865127563477,-35.0796585083008,-72.1780624389648,-77.7127151489258,-61.4262237548828,-43.5143127441406,-39.8727645874023,-49.8362770080566,-33.3545799255371,-36.5333557128906,-17.4402599334717,-21.8087425231934,-25.8502960205078,-35.7187995910645,-37.4158020019531,-80.4502334594727,-70.3501129150391,-59.7091903686523,-41.9940948486328,-44.5808181762695,-42.0274124145508,-30.2177658081055,-27.9384250640869,-31.8394889831543,-34.9019775390625,-41.4367904663086,-61.4494094848633,-59.1902122497559,-77.151237487793,-51.7985229492188,-62.3986129760742,-31.5967197418213,-32.9301376342773,-31.0910949707031,-19.7815895080566,-19.3750858306885,-35.0012168884277,-56.2923545837402,-55.8537826538086,-72.3765487670898,-59.908748626709,-51.6719818115234,-37.4929313659668,-35.3226661682129,-48.2404823303223,-38.3151168823242,-26.2533416748047,-20.8348636627197,-21.6065635681152,-40.847541809082,-42.0601348876953,-55.2214393615723,-77.5168533325195,-47.9270820617676,-45.5925445556641,-34.6773262023926,-32.0380325317383,-16.2163963317871,-15.0316352844238,-20.1706295013428,-38.4970893859863,-40.5536308288574,-54.4390068054199,-58.110652923584,-59.3196144104004,-50.8750076293945,-60.4228363037109,-45.1599960327148,-33.9353103637695,-23.7563858032227,-25.2173538208008,-24.2671966552734,-33.5725555419922,-41.0922775268555,-65.6858062744141,-74.3359298706055,-55.0505523681641,-55.4129486083984,-55.282356262207,-43.0021286010742,-40.286003112793,-29.1558494567871,-19.9507484436035,-27.8231506347656,-31.6206817626953,-42.8009033203125,-40.1921882629395,-61.5344657897949,-71.6155776977539,-67.6058502197266,-62.8142967224121,-42.1611061096191,-30.3136711120605,-22.8887786865234,-22.8965873718262,-24.6168975830078,-31.9739570617676,-70.3316345214844,-59.9202499389648,-65.1115188598633,-43.5171127319336,-48.2825622558594,-38.3581504821777,-29.6112899780273,-40.2445793151855,-30.361234664917,-14.1128902435303,-24.5511531829834,-27.5837173461914,-35.8188743591309,-43.705940246582,-46.9506378173828,-40.3856048583984,-36.0377426147461,-54.9104804992676,-34.7651252746582,-22.964298248291,-19.9747676849365,-19.717098236084,-15.7617931365967,-24.7698421478271,-34.2776184082031,-40.5991668701172,-51.5272026062012,-75.2960433959961,-41.989803314209,-35.4040260314941,-33.9823951721191,-28.7397499084473,-23.056209564209,-16.9069766998291,-23.0994815826416,-26.6065006256104,-41.999340057373,-61.1444702148438
"5",73,46.5,294.73,-89.6686935424805,-125.985443115234,-81.407844543457,-48.034309387207,-45.5245361328125,-39.0310897827148,-29.8870811462402,-41.119514465332,-34.2751731872559,-46.4846496582031,-68.9971466064453,-81.7700653076172,-121.363578796387,-53.1443939208984,-76.7089157104492,-62.8352165222168,-45.6627006530762,-34.8398666381836,-33.4212799072266,-29.414176940918,-27.8945560455322,-42.904914855957,-46.5371017456055,-74.4551391601562,-87.8823394775391,-96.7813720703125,-76.8827209472656,-74.4857788085938,-50.7436408996582,-38.7378349304199,-24.869800567627,-25.919319152832,-28.6432495117188,-46.0952529907227,-57.8826065063477,-70.0951843261719,-76.3336410522461,-94.6376342773438,-73.1708984375,-55.5322189331055,-51.6141662597656,-40.0301208496094,-36.5517120361328,-36.2603073120117,-51.9490242004395,-47.1515045166016,-35.2921485900879,-61.8569259643555,-103.977737426758,-73.2612609863281,-70.6976623535156,-55.7768936157227,-40.7689208984375,-36.2715110778809,-20.5740337371826,-26.3172378540039,-41.3824310302734,-41.0961494445801,-55.8035354614258,-55.5810317993164,-118.190887451172,-94.1575164794922,-93.958137512207,-72.3567047119141,-57.2590217590332,-42.2108154296875,-24.8703365325928,-38.5222434997559,-40.2754554748535,-40.214599609375,-40.7292251586914,-84.9775695800781,-83.353874206543,-124.789657592773,-85.2429885864258,-48.4344367980957,-33.5991973876953,-37.0302200317383,-42.8914413452148,-29.2699337005615,-38.5438194274902,-57.6814994812012,-65.3702011108398,-72.5471343994141,-108.683349609375,-129.223999023438,-100.746154785156,-49.2900619506836,-33.9434127807617,-33.6450347900391,-23.6805686950684,-35.9873161315918,-27.1263122558594,-36.7931709289551,-68.5927886962891,-100.923362731934,-78.1675567626953,-94.9432830810547,-95.0561752319336,-69.900390625,-39.6203994750977,-46.4515075683594,-29.0653114318848,-32.3503608703613,-33.1670036315918,-38.7763977050781,-51.1193885803223,-78.8288726806641,-104.112922668457,-79.1509170532227,-89.7964248657227,-95.4999313354492,-30.331729888916,-33.8954925537109,-29.0163154602051,-29.6193351745605,-35.069881439209,-39.7797813415527,-64.2718048095703,-106.192291259766,-108.792663574219,-87.7771377563477,-75.0477294921875,-52.5666465759277,-67.7228546142578,-36.0407218933105,-27.0715351104736,-26.3500213623047,-35.8386039733887,-41.8117065429688,-44.7043762207031,-51.8477554321289,-113.566757202148,-80.0744857788086,-79.1570510864258,-54.476261138916,-38.6106948852539,-35.2497100830078,-28.0180568695068,-25.9341011047363,-37.8127708435059,-34.4688873291016,-42.2270889282227,-85.0339508056641,-66.9872741699219,-120.904983520508,-83.8858489990234,-66.4801635742188,-41.1608200073242,-31.7500839233398,-31.4813251495361,-24.3455772399902,-31.2166213989258,-40.636360168457,-80.9553298950195,-100.235816955566,-111.199203491211,-87.7131195068359,-97.8806610107422,-78.2152404785156,-51.9458045959473,-44.6892967224121,-35.7458000183105,-26.9317626953125,-30.4718608856201,-41.6296119689941,-50.3571624755859,-67.3537826538086,-90.2589569091797,-108.343658447266,-84.5678482055664,-49.629093170166,-53.0826454162598,-30.9001808166504,-17.2523860931396,-22.1987953186035,-43.2131881713867,-45.221923828125,-45.6535224914551,-77.4325103759766,-82.3685531616211,-106.302139282227,-88.1799468994141,-74.4982376098633,-68.6344528198242,-42.3446311950684,-19.5645694732666,-34.5191955566406,-29.0889739990234,-45.8157043457031,-42.8726654052734,-87.8813858032227,-79.6717987060547,-73.8523635864258,-74.5878829956055,-77.3246917724609,-50.4993209838867,-35.6896514892578,-35.1697196960449,-28.5093784332275,-31.9130420684814,-43.7965393066406,-74.5715484619141,-49.5865936279297,-77.0126571655273,-95.4962997436523,-95.6193237304688,-97.5696411132812,-48.3532562255859,-31.682014465332,-28.6906967163086,-30.9743881225586,-36.4086608886719,-48.545539855957,-67.9567489624023,-91.1635131835938,-86.2646713256836,-53.209602355957,-76.6242752075195,-68.8408584594727,-38.7364616394043,-39.2792205810547,-39.3849029541016,-19.7458267211914,-35.4710235595703,-35.3792915344238,-55.1747093200684,-71.3173751831055,-73.1611251831055,-77.8878936767578,-71.2742767333984,-84.0643081665039,-36.3622894287109,-25.4110107421875,-23.9260196685791,-25.3683319091797,-30.7040214538574,-44.1606063842773,-48.1058959960938,-62.2504348754883,-83.051383972168,-89.4500045776367,-64.9651260375977,-46.5631484985352,-37.356258392334,-47.909854888916,-33.2292900085449,-24.2895488739014,-28.1577110290527,-44.5926208496094,-61.7694854736328,-66.704216003418
